Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Monthly),EV CHARGING POWER DRAW:Schedule Value [](TimeStep),EV CHARGING POWER DRAW COPY:Schedule Value [](TimeStep),Electricity:Facility [J](TimeStep),NaturalGas:Facility [J](TimeStep)
 06/15  19:00:00,,0.805372183,0.805372183,194714068.6,11309556.96
 06/15  20:00:00,,0.57728204,0.57728204,175931363.5,16589950.98
 06/15  21:00:00,,0.592761211,0.592761211,166725884.1,14127035.58
 06/15  22:00:00,,0.389255634,0.389255634,110179112.5,11189523.62
 06/15  23:00:00,,0.340541771,0.340541771,94353214.41,7212348.775
 06/15  24:00:00,,0.240837696,0.240837696,83775375.55,11105202.34
 06/16  01:00:00,,0.173913043,0.173913043,81623445.01,7212348.775
 06/16  02:00:00,,0.125222454,0.137491464,83051403.06,7212348.775
 06/16  03:00:00,,0.080606018,0.092875028,73589260,11105483.19
 06/16  04:00:00,,0.06763083,0.079899841,76637062.54,7212348.775
 06/16  05:00:00,,0.110426187,0.122695197,82151336.44,7212348.775
 06/16  06:00:00,,0.144343783,0.156612793,84202647.25,11192227.35
 06/16  07:00:00,,0.205805199,0.218074209,175803168.7,19672387.58
 06/16  08:00:00,,0.433895342,0.446164352,424209976.8,20422734.48
 06/16  09:00:00,,0.481243396,0.493512406,424721245.9,25020518.78
 06/16  10:00:00,,0.6098571,0.62212611,430639446.2,25095178.48
 06/16  11:00:00,,0.263828819,0.527657637,456078160.1,30253240.79
 06/16  12:00:00,,0.336558161,0.673116321,463424052.6,31186692.28
 06/16  13:00:00,,0.271113135,0.542226269,506498137.3,30926748.73
 06/16  14:00:00,,0.855888314,0.645572502,495244093.2,24782953.31
 06/16  15:00:00,,0.447757796,0.895515593,464902535.7,21910995.93
 06/16  16:00:00,,0.326656044,0.653312087,521327490.8,28330261.2
 06/16  17:00:00,,2.418779193,0.615069429,372565272.8,20003873.44
 06/16  18:00:00,,2.803709765,1,231634290.8,15581170.69
 06/16  19:00:00,,0.805372183,0.805372183,183584596.4,15408960.97
 06/16  20:00:00,,0.57728204,0.57728204,178810552.1,15464683.07
 06/16  21:00:00,,0.592761211,0.592761211,166748578.2,11227580.82
 06/16  22:00:00,,0.389255634,0.389255634,117767820.2,11181856.82
 06/16  23:00:00,,0.340541771,0.340541771,92744575.73,11186902.84
 06/16  24:00:00,,0.063282495,0.063282495,85018969.23,7212348.775
 06/17  01:00:00,,0.046892784,0.046892784,61924744,11106128.82
 06/17  02:00:00,,-0.115607749,0.02754382,69748133.34,7212348.775
 06/17  03:00:00,,-0.134956713,0.008194855,61570273.18,7212348.775
 06/17  04:00:00,,-0.139054141,0.004097428,63065603,11105275.63
 06/17  05:00:00,,-0.139054141,0.004097428,61519128.36,7212348.775
 06/17  06:00:00,,-0.13199746,0.011154109,83249064.23,11202553.42
 06/17  07:00:00,,-0.08624285,0.056908718,101473787.6,14984306.79
 06/17  08:00:00,,0.171181425,0.171181425,170152999.7,11620389.18
 06/17  09:00:00,,0.09726039,0.256772137,199264185,19758621.31
 06/17  10:00:00,,0.316017503,0.475529251,204061221.3,15519914.82
 06/17  11:00:00,,0.351756178,0.511267926,219211086.5,19854530.59
 06/17  12:00:00,,0.501707262,0.501707262,183738448.3,15547617.92
 06/17  13:00:00,,0.380774348,0.573867517,183371013.2,15525119.79
 06/17  14:00:00,,0.516958798,0.516958798,179612981.7,15413894.64
 06/17  15:00:00,,0.18581474,0.449123606,152119961.3,15351498.49
 06/17  16:00:00,,0.438652402,0.438652402,153937397.7,15380474.2
 06/17  17:00:00,,-0.277943011,0.336444343,144827446.6,11199661.28
 06/17  18:00:00,,-0.179377111,0.435010244,82070580.3,11210025.49
 06/17  19:00:00,,0.352378784,0.352378784,42777373.78,7212348.775
 06/17  20:00:00,,0.254495789,0.254495789,84056073.05,7212348.775
 06/17  21:00:00,,0.219895288,0.219895288,72165727.31,11105219.56
 06/17  22:00:00,,0.12610972,0.12610972,76678838.02,7212348.775
 06/17  23:00:00,,0.097882996,0.097882996,71899575.59,7212348.775
 06/17  24:00:00,,0.069883906,0.069883906,66692585.74,11105124.62
 06/18  01:00:00,,0.014113362,0.014113362,61853240.55,7212348.775
 06/18  02:00:00,,0.055817582,0.007056681,64144152.52,7212348.775
 06/18  03:00:00,,0.055817582,0.007056681,61944212.13,11105505.05
 06/18  04:00:00,,0.055817582,0.007056681,61944212.13,7212348.775
 06/18  05:00:00,,0.120921156,0.072160255,66556822.27,7212348.775
 06/18  06:00:00,,0.088597004,0.039836103,50843604.6,11156593.28
 06/18  07:00:00,,0.116140824,0.067379923,48543944.66,11176615.69
 06/18  08:00:00,,0.174187717,0.125426815,48604027.42,7212348.775
 06/18  09:00:00,,0.211064566,0.162303665,128768762.7,11156593.99
 06/18  10:00:00,,0.289143328,0.240382427,48811089.49,11159604.2
 06/18  11:00:00,,0.248577282,0.248577282,141040812.5,11192071.92
 06/18  12:00:00,,0.272356013,0.215114956,48819924.81,11197322.81
 06/18  13:00:00,,0.318233553,0.318233553,149732516.1,11225876.18
 06/18  14:00:00,,0.329387662,0.329387662,49069193.78,11198775.44
 06/18  15:00:00,,0.247894377,0.247894377,143684591,11161971.56
 06/18  16:00:00,,0.285454132,0.285454132,48973359.3,11177874.45
 06/18  17:00:00,,0.604047301,0.241520601,130103816.7,7212348.775
 06/18  18:00:00,,0.588795764,0.226269064,43215502.02,11106862.3
 06/18  19:00:00,,0.223309811,0.223309811,101166261.8,7212348.775
 06/18  20:00:00,,0.165262918,0.165262918,72046554.9,7212348.775
 06/18  21:00:00,,0.160710221,0.160710221,72036623.86,11106410.02
 06/18  22:00:00,,0.117914865,0.117914865,81598939.17,7212348.775
 06/18  23:00:00,,0.086273617,0.086273617,71874251.45,7212348.775
 06/18  24:00:00,,0.240837696,0.240837696,76916530.94,11105688.98
 06/19  01:00:00,,0.173913043,0.173913043,78518241.19,7212348.775
 06/19  02:00:00,,0.108719503,0.137491464,73616023.03,7212348.775
 06/19  03:00:00,,0.064103068,0.092875028,78165871.4,11105511
 06/19  04:00:00,,0.05112788,0.079899841,73455937.12,7212348.775
 06/19  05:00:00,,0.093923237,0.122695197,82115337.71,7212348.775
 06/19  06:00:00,,0.127840833,0.156612793,85394805.38,11200130.61
 06/19  07:00:00,,0.189302249,0.218074209,174943326,19676825.78
 06/19  08:00:00,,0.417392392,0.446164352,346443579.1,20423419.08
 06/19  09:00:00,,0.464740446,0.493512406,331399792.7,25006881.62
 06/19  10:00:00,,0.593354149,0.62212611,350320798.6,25077538.05
 06/19  11:00:00,,0.263828819,0.527657637,359115947.2,30238958.93
 06/19  12:00:00,,0.685223815,0.673116321,365963284.3,31163820.73
 06/19  13:00:00,,0.554333762,0.542226269,377274323.3,30892569.34
 06/19  14:00:00,,0.657679995,0.645572502,388661998.8,24770132.75
 06/19  15:00:00,,0.907623086,0.895515593,400992212.7,20314247.34
 06/19  16:00:00,,0.326656044,0.653312087,406262786.3,29966212.05
 06/19  17:00:00,,1.078861638,0.615069429,294985472.9,19995654.6
 06/19  18:00:00,,1.463792209,1,181001981.8,15573866.33
 06/19  19:00:00,,0.805372183,0.805372183,159402565.8,15406953.54
 06/19  20:00:00,,0.57728204,0.57728204,151045260.1,15459507.69
 06/19  21:00:00,,0.592761211,0.592761211,146420259.4,11213793.18
 06/19  22:00:00,,0.389255634,0.389255634,106879844.8,11189400.6
 06/19  23:00:00,,0.340541771,0.340541771,95927010.44,11188945.6
 06/19  24:00:00,,0.240837696,0.240837696,90458823.19,7212348.775
 06/20  01:00:00,,0.173913043,0.173913043,80053365.63,7212348.775
 06/20  02:00:00,,0.100682558,0.137491464,75922328.1,11105963.45
 06/20  03:00:00,,0.056066123,0.092875028,78358499.75,7212348.775
 06/20  04:00:00,,0.043090935,0.079899841,78051015.86,7212348.775
 06/20  05:00:00,,0.085886291,0.122695197,82097806.3,11105348.75
 06/20  06:00:00,,0.119803888,0.156612793,83981993.88,11213890.59
 06/20  07:00:00,,0.181265303,0.218074209,164615201.4,15508895.76
 06/20  08:00:00,,0.409355447,0.446164352,403567633.4,24787369.66
 06/20  09:00:00,,0.456703501,0.493512406,395927658.5,24705279.22
 06/20  10:00:00,,0.585317204,0.62212611,405087403.3,24791902.76
 06/20  11:00:00,,0.490848732,0.527657637,431920768,26199550.33
 06/20  12:00:00,,0.636307416,0.673116321,430930888.1,32626980.14
 06/20  13:00:00,,0.505417364,0.542226269,457081794.1,33847566.2
 06/20  14:00:00,,0.608763596,0.645572502,455713878.5,20663355.08
 06/20  15:00:00,,0.447757796,0.895515593,482519588.9,24684541.1
 06/20  16:00:00,,0.326656044,0.653312087,481116267.4,25396270.28
 06/20  17:00:00,,1.512655229,0.615069429,354431518,19998755.35
 06/20  18:00:00,,1.8975858,1,212825999.9,15580950.32
 06/20  19:00:00,,0.805372183,0.805372183,191986289,15405568.21
 06/20  20:00:00,,0.57728204,0.57728204,171309682.1,15462456.89
 06/20  21:00:00,,0.592761211,0.592761211,166422565.2,14228423.55
 06/20  22:00:00,,0.389255634,0.389255634,119358671.5,8197756.304
 06/20  23:00:00,,0.340541771,0.340541771,96754636.7,11176408.91
 06/20  24:00:00,,0.240837696,0.240837696,92015938.75,11105149.33
 06/21  01:00:00,,0.173913043,0.173913043,78521387.34,7212348.775
 06/21  02:00:00,,0.066254495,0.137491464,83051403.06,7212348.775
 06/21  03:00:00,,0.02163806,0.092875028,73460630.14,7212348.775
 06/21  04:00:00,,0.008662872,0.079899841,76508432.68,11105473.99
 06/21  05:00:00,,0.051458229,0.122695197,82022706.59,7212348.775
 06/21  06:00:00,,0.085375825,0.156612793,84074017.4,11215427.5
 06/21  07:00:00,,0.146837241,0.218074209,182124870.7,15513196.41
 06/21  08:00:00,,0.374927384,0.446164352,432045845.2,24781493.63
 06/21  09:00:00,,0.422275438,0.493512406,411564059,24998086.11
 06/21  10:00:00,,0.550889141,0.62212611,428849091.2,25066183.75
 06/21  11:00:00,,0.456420669,0.527657637,459891121.6,27521504.88
 06/21  12:00:00,,0.601879353,0.673116321,461204823.1,33949018.44
 06/21  13:00:00,,0.271113135,0.542226269,482116543.6,30874417.26
 06/21  14:00:00,,0.322786251,0.645572502,485718425.4,22114086.61
 06/21  15:00:00,,0.447757796,0.895515593,510194353.1,22941997.26
 06/21  16:00:00,,0.326656044,0.653312087,497589719.7,25401095
 06/21  17:00:00,,1.988319597,0.615069429,378644466.1,19996253.52
 06/21  18:00:00,,2.373250168,1,230918116,19760984.62
 06/21  19:00:00,,0.805372183,0.805372183,210461775.2,15405436.08
 06/21  20:00:00,,0.57728204,0.57728204,184812200.5,15454753.48
 06/21  21:00:00,,0.592761211,0.592761211,165374607.1,11206654.2
 06/21  22:00:00,,0.389255634,0.389255634,120789933.9,11161729.49
 06/21  23:00:00,,0.340541771,0.340541771,92744575.73,7367352.769
 06/21  24:00:00,,0.240837696,0.240837696,100867218.9,10952058.83
 06/22  01:00:00,,0.173913043,0.173913043,73695471.3,7212348.775
 06/22  02:00:00,,0.028503355,0.137491464,84660041.74,7212348.775
 06/22  03:00:00,,-0.01611308,0.092875028,73378281.63,11105635.14
 06/22  04:00:00,,-0.029088268,0.079899841,76426084.17,7212348.775
 06/22  05:00:00,,0.013707088,0.122695197,81940358.07,7212348.775
 06/22  06:00:00,,0.047624684,0.156612793,83991668.88,11200696.39
 06/22  07:00:00,,0.1090861,0.218074209,187242067.5,19659631.22
 06/22  08:00:00,,0.337176244,0.446164352,423772410.1,20404863.15
 06/22  09:00:00,,0.384524297,0.493512406,410678451.8,24996744.21
 06/22  10:00:00,,0.513138001,0.62212611,428590903.4,25065979.65
 06/22  11:00:00,,0.418669529,0.527657637,458252244.7,30208359.56
 06/22  12:00:00,,0.564128213,0.673116321,462353040.5,31124223.59
 06/22  13:00:00,,0.271113135,0.542226269,488410472.3,30865534.73
 06/22  14:00:00,,0.322786251,0.645572502,487900134.4,24759844.24
 06/22  15:00:00,,0.447757796,0.895515593,476735708.8,20304795.99
 06/22  16:00:00,,0.326656044,0.653312087,488646266.6,29946579.93
 06/22  17:00:00,,1.749229042,0.615069429,347618284.7,17657203.52
 06/22  18:00:00,,2.134159613,1,209179814.8,17857383.7
 06/22  19:00:00,,0.805372183,0.805372183,191811362.6,15404958.55
 06/22  20:00:00,,0.57728204,0.57728204,184088094.1,15456138.91
 06/22  21:00:00,,0.592761211,0.592761211,183914162.6,11204604.34
 06/22  22:00:00,,0.389255634,0.389255634,115383627.1,11167921.85
 06/22  23:00:00,,0.340541771,0.340541771,94353214.41,11166601.77
 06/22  24:00:00,,0.240837696,0.240837696,90414095.34,7212348.775
 06/23  01:00:00,,0.173913043,0.173913043,79020416.69,7212348.775
 06/23  02:00:00,,0.047478796,0.137491464,83051403.06,11105945.64
 06/23  03:00:00,,0.002862361,0.092875028,73419673.74,7212348.775
 06/23  04:00:00,,-0.010112827,0.079899841,76467476.28,7212348.775
 06/23  05:00:00,,0.032682529,0.122695197,81981750.18,11105179.7
 06/23  06:00:00,,0.066600125,0.156612793,102611933,11194824.33
 06/23  07:00:00,,0.128061541,0.218074209,180033717.6,15504402.66
 06/23  08:00:00,,0.356151685,0.446164352,412462359,24065072.14
 06/23  09:00:00,,0.403499738,0.493512406,401404530.5,21337394.44
 06/23  10:00:00,,0.532113442,0.62212611,412595478.7,25002347.37
 06/23  11:00:00,,0.263828819,0.527657637,442855020.8,30195659.07
 06/23  12:00:00,,0.336558161,0.673116321,424621181.1,31121943.72
 06/23  13:00:00,,0.271113135,0.542226269,456096814.7,30863971.61
 06/23  14:00:00,,0.322786251,0.645572502,369047132.4,24754192.06
 06/23  15:00:00,,1.108861359,0.895515593,383856933.1,21259050.28
 06/23  16:00:00,,0.866657854,0.653312087,435427518.2,28943487.99
 06/23  17:00:00,,0.828415195,0.615069429,313502929.2,19988296.75
 06/23  18:00:00,,1.213345766,1,185163723.6,15571139.6
 06/23  19:00:00,,0.805372183,0.805372183,158136432.2,15404249.61
 06/23  20:00:00,,0.57728204,0.57728204,166169625.5,15457737.88
 06/23  21:00:00,,0.592761211,0.592761211,155042113.7,11221660.41
 06/23  22:00:00,,0.389255634,0.389255634,112551294.1,11186461.36
 06/23  23:00:00,,0.340541771,0.340541771,94353214.41,11179450.5
 06/23  24:00:00,,0.063282495,0.063282495,71534058.25,7212348.775
 06/24  01:00:00,,0.046892784,0.046892784,61924744,11105167.3
 06/24  02:00:00,,0.010611616,0.02754382,61882537.1,7212348.775
 06/24  03:00:00,,-0.008737348,0.008194855,71280982.05,7212348.775
 06/24  04:00:00,,-0.012834776,0.004097428,61803395.12,7212348.775
 06/24  05:00:00,,-0.012834776,0.004097428,61794457.19,11105247.45
 06/24  06:00:00,,-0.005778095,0.011154109,85336761.21,11201752.51
 06/24  07:00:00,,0.039976515,0.056908718,141087584.6,11250294.25
 06/24  08:00:00,,0.154249221,0.171181425,208375098.3,15399198.69
 06/24  09:00:00,,0.239839934,0.256772137,242469057.4,19759344.85
 06/24  10:00:00,,0.458597047,0.475529251,242026577.6,15513410.32
 06/24  11:00:00,,0.494335723,0.511267926,249340672.6,15630165.35
 06/24  12:00:00,,0.484775058,0.501707262,202030465.6,19712577.61
 06/24  13:00:00,,0.573867517,0.573867517,192679349.6,15511007
 06/24  14:00:00,,0.516958798,0.516958798,194902039,15403685.93
 06/24  15:00:00,,0.419877072,0.449123606,192801120.2,11281908.16
 06/24  16:00:00,,0.409405868,0.438652402,200150363.5,15371111.22
 06/24  17:00:00,,0.336444343,0.336444343,179887591.2,11203332.09
 06/24  18:00:00,,0.435010244,0.435010244,158135237.1,11206531.5
 06/24  19:00:00,,0.352378784,0.352378784,43031609.61,11105949.48
 06/24  20:00:00,,0.254495789,0.254495789,142172034.9,7212348.775
 06/24  21:00:00,,0.219895288,0.219895288,72165727.31,7212348.775
 06/24  22:00:00,,0.12610972,0.12610972,120176882.3,11108137.67
 06/24  23:00:00,,0.097882996,0.097882996,71899575.59,7212348.775
 06/24  24:00:00,,0.069883906,0.069883906,68874021.94,7212348.775
 06/25  01:00:00,,0.014113362,0.014113362,61853240.55,11105296.04
 06/25  02:00:00,,0.005663989,0.007056681,61837847.45,7212348.775
 06/25  03:00:00,,0.005663989,0.007056681,71270189.53,7212348.775
 06/25  04:00:00,,0.005663989,0.007056681,61834809.5,11105564.09
 06/25  05:00:00,,0.070767563,0.072160255,61834809.5,7212348.775
 06/25  06:00:00,,0.038443411,0.039836103,50577310.2,11156529.36
 06/25  07:00:00,,0.065987231,0.067379923,48434542.04,7212348.775
 06/25  08:00:00,,0.124034123,0.125426815,48494624.79,11160388.8
 06/25  09:00:00,,0.160910973,0.162303665,166004446.5,11177957.17
 06/25  10:00:00,,0.238989735,0.240382427,48701686.86,11171661.98
 06/25  11:00:00,,0.24718459,0.248577282,154868650.6,11191942.02
 06/25  12:00:00,,0.215114956,0.215114956,48889879.97,11197440.54
 06/25  13:00:00,,0.318233553,0.318233553,158984454.5,11218995.61
 06/25  14:00:00,,0.329387662,0.329387662,49069193.78,11185029.89
 06/25  15:00:00,,0.247894377,0.247894377,150415243.6,10604445.72
 06/25  16:00:00,,0.285454132,0.285454132,48973359.3,7784510.652
 06/25  17:00:00,,0.230843295,0.241520601,162150641,11174187.61
 06/25  18:00:00,,0.215591758,0.226269064,42401412.82,7212348.775
 06/25  19:00:00,,0.223309811,0.223309811,134591584.5,11107648.71
 06/25  20:00:00,,0.165262918,0.165262918,72046554.9,7212348.775
 06/25  21:00:00,,0.160710221,0.160710221,136668674.1,7212348.775
 06/25  22:00:00,,0.117914865,0.117914865,71943272.14,11106662.06
 06/25  23:00:00,,0.086273617,0.086273617,93531663.91,7212348.775
 06/25  24:00:00,,0.240837696,0.240837696,73841457.51,7212348.775
 06/26  01:00:00,,0.173913043,0.173913043,80417687.07,11105490.75
 06/26  02:00:00,,0.138338869,0.137491464,73616023.03,7212348.775
 06/26  03:00:00,,0.093722434,0.092875028,91500157.9,7212348.775
 06/26  04:00:00,,0.080747246,0.079899841,73520547.38,11105433.9
 06/26  05:00:00,,0.123542602,0.122695197,82179947.96,7212348.775
 06/26  06:00:00,,0.157460198,0.156612793,103090490.6,11206178.27
 06/26  07:00:00,,0.218921614,0.218074209,198116869.4,15503578.68
 06/26  08:00:00,,0.447011758,0.446164352,442682722.5,24763584.12
 06/26  09:00:00,,0.246756203,0.493512406,437005659.7,24981886.09
 06/26  10:00:00,,0.654922368,0.62212611,460206155.8,25039891.98
 06/26  11:00:00,,0.560453895,0.527657637,503696676.4,25575638.77
 06/26  12:00:00,,0.336558161,0.673116321,508884806.7,31852901.46
 06/26  13:00:00,,0.652781352,0.542226269,579841976.3,32829475.83
 06/26  14:00:00,,0.322786251,0.645572502,531549241.4,22184944.49
 06/26  15:00:00,,0.447757796,0.895515593,553219673.7,24619496.54
 06/26  16:00:00,,1.330526721,0.653312087,544310813.5,25408149.05
 06/26  17:00:00,,1.292284062,0.615069429,397085392.5,19983215.19
 06/26  18:00:00,,1.677214633,1,231182606.3,15569766.33
 06/26  19:00:00,,0.805372183,0.805372183,212358410.4,15401329.23
 06/26  20:00:00,,0.57728204,0.57728204,208032007.6,15455247.27
 06/26  21:00:00,,0.592761211,0.592761211,192447381.5,11219654.97
 06/26  22:00:00,,0.389255634,0.389255634,143749672.6,11170041.5
 06/26  23:00:00,,0.340541771,0.340541771,92744575.73,11186970.67
 06/26  24:00:00,,0.240837696,0.240837696,121916990.6,7212348.775
 06/27  01:00:00,,0.173913043,0.173913043,73695471.3,11105076
 06/27  02:00:00,,0.083744271,0.137491464,101444546.8,7212348.775
 06/27  03:00:00,,0.039127835,0.092875028,82817369.57,7212348.775
 06/27  04:00:00,,0.026152648,0.079899841,79519686.28,11105634.82
 06/27  05:00:00,,0.068948004,0.122695197,82060857.94,7212348.775
 06/27  06:00:00,,0.1028656,0.156612793,107364253.2,11214179.64
 06/27  07:00:00,,0.164327016,0.218074209,211157072.8,15510334.87
 06/27  08:00:00,,0.223082176,0.446164352,457307934,24763039.26
 06/27  09:00:00,,0.459117782,0.493512406,447077287.4,24970562.1
 06/27  10:00:00,,0.587731486,0.62212611,472976873,25044379.75
 06/27  11:00:00,,0.263828819,0.527657637,491651319.7,25571938.58
 06/27  12:00:00,,0.336558161,0.673116321,503828867.2,31090640.66
 06/27  13:00:00,,0.619746957,0.542226269,546348188.9,32617897.54
 06/27  14:00:00,,0.322786251,0.645572502,522369782.1,23076187.95
 06/27  15:00:00,,0.447757796,0.895515593,531085013.4,23345890.86
 06/27  16:00:00,,1.259738732,0.653312087,559861729,26728640.41
 06/27  17:00:00,,1.221496074,0.615069429,405390809.3,19980992.91
 06/27  18:00:00,,1.606426645,1,265065829.1,15567113.29
 06/27  19:00:00,,0.805372183,0.805372183,223999961,15400828.27
 06/27  20:00:00,,0.57728204,0.57728204,217884849.8,15453483.31
 06/27  21:00:00,,0.592761211,0.592761211,195960432.8,11203191.44
 06/27  22:00:00,,0.389255634,0.389255634,156786784.8,11185782.56
 06/27  23:00:00,,0.340541771,0.340541771,92744575.73,11160533.8
 06/27  24:00:00,,0.240837696,0.240837696,122776813.5,7212348.775
 06/28  01:00:00,,0.173913043,0.173913043,73695471.3,11105823.98
 06/28  02:00:00,,0.089362365,0.137491464,106970441.7,7212348.775
 06/28  03:00:00,,0.04474593,0.092875028,73511036.53,7212348.775
 06/28  04:00:00,,0.031770742,0.079899841,82620211.36,7212348.775
 06/28  05:00:00,,0.074566098,0.122695197,82073112.98,11105363.54
 06/28  06:00:00,,0.108483694,0.156612793,123201697,11197747.68
 06/28  07:00:00,,0.16994511,0.218074209,225539447.5,15522384.78
 06/28  08:00:00,,0.398035254,0.446164352,493140397.2,24757321.27
 06/28  09:00:00,,0.445383307,0.493512406,474151581.3,23705788.61
 06/28  10:00:00,,0.573997011,0.62212611,481658759.5,23302630.32
 06/28  11:00:00,,0.479528538,0.527657637,505778511,28654549.09
 06/28  12:00:00,,0.336558161,0.673116321,510541848,31077481.18
 06/28  13:00:00,,0.554819078,0.542226269,534095872.7,30817259.13
 06/28  14:00:00,,0.322786251,0.645572502,521004072.3,24735877.23
 06/28  15:00:00,,0.447757796,0.895515593,555953138.5,20293835.34
 06/28  16:00:00,,1.120607562,0.653312087,541634745.1,29906439.91
 06/28  17:00:00,,1.082364903,0.615069429,386016617.7,19978354.57
 06/28  18:00:00,,1.467295475,1,220003544.6,15562397.43
 06/28  19:00:00,,0.805372183,0.805372183,193598825.6,15400616.65
 06/28  20:00:00,,0.57728204,0.57728204,190643334.1,15451470.46
 06/28  21:00:00,,0.592761211,0.592761211,182797671.3,11217782.95
 06/28  22:00:00,,0.389255634,0.389255634,135804490.1,11189120.09
 06/28  23:00:00,,0.340541771,0.340541771,92744575.73,11154940.03
 06/28  24:00:00,,0.240837696,0.240837696,122495060.5,7212348.775
 06/29  01:00:00,,0.173913043,0.173913043,73695471.3,7212348.775
 06/29  02:00:00,,0.100404521,0.137491464,110433095.7,11105333.54
 06/29  03:00:00,,0.055788086,0.092875028,73535123.36,7212348.775
 06/29  04:00:00,,0.042812898,0.079899841,78983466.81,7212348.775
 06/29  05:00:00,,0.085608254,0.122695197,82097199.8,11105004.27
 06/29  06:00:00,,0.119525851,0.156612793,109062663.5,11192286.85
 06/29  07:00:00,,0.180987267,0.218074209,214598883,15507224.74
 06/29  08:00:00,,0.40907741,0.446164352,461988692.1,22115818.35
 06/29  09:00:00,,0.456425464,0.493512406,451245813.2,23199168.02
 06/29  10:00:00,,0.585039167,0.62212611,460886948,25036710.37
 06/29  11:00:00,,0.490570695,0.527657637,497193081.6,30157877.4
 06/29  12:00:00,,0.636029379,0.673116321,497132679.5,31068069.84
 06/29  13:00:00,,0.505139327,0.542226269,535047217.4,30805569.2
 06/29  14:00:00,,0.322786251,0.645572502,539156591.1,24734627.12
 06/29  15:00:00,,0.447757796,0.895515593,503776801.9,20283550.44
 06/29  16:00:00,,0.326656044,0.653312087,546950752.7,27010396.75
 06/29  17:00:00,,1.892568171,0.615069429,418121298.4,18432840.74
 06/29  18:00:00,,2.277498743,1,270818313.3,19747383.67
 06/29  19:00:00,,0.805372183,0.805372183,247359189.4,15400086.33
 06/29  20:00:00,,0.57728204,0.57728204,223254604.5,15448625.04
 06/29  21:00:00,,0.592761211,0.592761211,208656950.8,11211209.38
 06/29  22:00:00,,0.389255634,0.389255634,165271264.5,11161651.27
 06/29  23:00:00,,0.340541771,0.340541771,92744575.73,7212348.775
 06/29  24:00:00,,0.240837696,0.240837696,138767201.3,11105483.68
 06/30  01:00:00,,0.173913043,0.173913043,73695471.3,7212348.775
 06/30  02:00:00,,0.036102675,0.137491464,126751755.9,7212348.775
 06/30  03:00:00,,-0.008513761,0.092875028,73394858.42,11105558.27
 06/30  04:00:00,,-0.021488948,0.079899841,114050634.8,7212348.775
 06/30  05:00:00,,0.021306408,0.122695197,81956934.86,7212348.775
 06/30  06:00:00,,0.055224004,0.156612793,134729805.4,11205071.67
 06/30  07:00:00,,0.11668542,0.218074209,233817913.4,19651179.24
 06/30  08:00:00,,0.344775563,0.446164352,477543510.7,20367754.92
 06/30  09:00:00,,0.246756203,0.493512406,469800611.5,24959446.73
 06/30  10:00:00,,0.311063055,0.62212611,490258775,25029378.06
 06/30  11:00:00,,0.263828819,0.527657637,534199115.4,29883442.8
 06/30  12:00:00,,0.661724351,0.673116321,505692688.3,31331428.51
 06/30  13:00:00,,0.271113135,0.542226269,542707880.3,30793366.71
 06/30  14:00:00,,0.322786251,0.645572502,500928620.9,20350858.46
 06/30  15:00:00,,1.091801967,0.895515593,524776933.5,24644896.7
 06/30  16:00:00,,0.849598461,0.653312087,518937717.7,25351577.04
 06/30  17:00:00,,0.811355802,0.615069429,345575297.8,19976991.88
 06/30  18:00:00,,1.196286374,1,186850920.4,17469700.97
 06/30  19:00:00,,0.805372183,0.805372183,187799013.3,13540711.04
 06/30  20:00:00,,0.57728204,0.57728204,191735619.4,15454195.58
 06/30  21:00:00,,0.592761211,0.592761211,182993465.4,15216531.67
 06/30  22:00:00,,0.389255634,0.389255634,141287709.7,7212348.775
 06/30  23:00:00,,0.340541771,0.340541771,92744575.73,11179909.62
 06/30  24:00:00,18.99291667,0.063282495,0.063282495,114732151.6,11106416.94
 07/01  01:00:00,,0.046892784,0.046892784,61924744,7212348.775
 07/01  02:00:00,,0.011965536,0.02754382,95990718.22,7212348.775
 07/01  03:00:00,,-0.007383428,0.008194855,74207291.65,7567106.873
 07/01  04:00:00,,-0.011480856,0.004097428,68940952.04,10751680.86
 07/01  05:00:00,,-0.011480856,0.004097428,61797410.56,7212348.775
 07/01  06:00:00,,-0.004424175,0.011154109,123167019.2,11211586.29
 07/01  07:00:00,,0.041330435,0.056908718,152373630.3,15285984.94
 07/01  08:00:00,,0.155603141,0.171181425,212112433.6,11303782.59
 07/01  09:00:00,,0.241193854,0.256772137,235180298.1,19733579.89
 07/01  10:00:00,,0.475529251,0.475529251,251526811.1,15506496.16
 07/01  11:00:00,,0.493381749,0.511267926,258019823,19832197.42
 07/01  12:00:00,,0.501707262,0.501707262,196116274.6,15530400.71
 07/01  13:00:00,,0.573867517,0.573867517,182039586,15507991.19
 07/01  14:00:00,,0.516958798,0.516958798,169988962.4,15398423.78
 07/01  15:00:00,,0.411725235,0.449123606,173475740,15346673.55
 07/01  16:00:00,,0.40125403,0.438652402,175215284.9,11289164.37
 07/01  17:00:00,,0.336444343,0.336444343,147996456.2,11201525.2
 07/01  18:00:00,,0.547205357,0.435010244,112965552.3,11192946.57
 07/01  19:00:00,,0.352378784,0.352378784,44362305.69,11106488.14
 07/01  20:00:00,,0.254495789,0.254495789,150854569.7,7212348.775
 07/01  21:00:00,,0.219895288,0.219895288,72165727.31,7212348.775
